location,size,total_sqft,bath,price,bhk,price_per_sqft
Ambalipura,3 BHK,1730.0,3.0,120.0,3,6936.416184971098
Ambalipura,3 BHK,3500.0,3.0,198.0,3,5657.142857142857
Ambalipura,2 BHK,1230.0,2.0,66.25,2,5386.178861788618
Ambalipura,2 BHK,1351.0,2.0,77.0,2,5699.481865284974
Ambalipura,4 BHK,2550.0,4.0,149.0,4,5843.137254901961
Ambalipura,3 BHK,1817.0,3.0,102.0,3,5613.648871766648
Ambalipura,4 BHK,2750.0,4.0,142.0,4,5163.636363636364
Ambalipura,2 BHK,1303.0,2.0,80.0,2,6139.677666922486
Ambalipura,3 BHK,1607.0,2.0,112.0,3,6969.508400746733
Ambalipura,1 BHK,770.0,1.0,43.82,1,5690.909090909091
Ambalipura,2 BHK,1700.0,2.0,76.0,2,4470.588235294118
Ambalipura,2 BHK,1060.0,2.0,58.5,2,5518.867924528302
Ambalipura,3 BHK,1650.0,3.0,100.0,3,6060.606060606061
Ambalipura,3 BHK,1607.0,2.0,112.0,3,6969.508400746733
Ambalipura,2 BHK,1198.0,2.0,80.0,2,6677.79632721202
Ambedkar Nagar,3 BHK,1935.0,4.0,130.0,3,6718.3462532299745
Ambedkar Nagar,2 BHK,1424.0,2.0,90.0,2,6320.224719101124
Ambedkar Nagar,3 BHK,2225.0,4.0,169.0,3,7595.505617977528
Ambedkar Nagar,3 BHK,1862.0,3.0,120.0,3,6444.68313641246
Ambedkar Nagar,3 BHK,1850.0,4.0,139.0,3,7513.513513513513
Ambedkar Nagar,3 BHK,1936.0,4.0,126.0,3,6508.264462809917
Ambedkar Nagar,3 BHK,1862.0,3.0,119.0,3,6390.977443609023
Ambedkar Nagar,2 BHK,1424.0,2.0,90.0,2,6320.224719101124
Ambedkar Nagar,3 BHK,2150.0,4.0,125.0,3,5813.953488372093
Ambedkar Nagar,4 BHK,3530.0,4.0,290.0,4,8215.297450424929
Ambedkar Nagar,3 BHK,1856.0,3.0,120.0,3,6465.517241379311
Ambedkar Nagar,3 BHK,1852.0,3.0,130.0,3,7019.438444924406
Ambedkar Nagar,3 BHK,1850.0,4.0,120.0,3,6486.486486486487
Ambedkar Nagar,2 BHK,1367.0,2.0,86.0,2,6291.148500365764
Ambedkar Nagar,4 Bedroom,3565.0,4.0,255.0,4,7152.875175315568
Ambedkar Nagar,2 BHK,1409.0,2.0,95.0,2,6742.370475514549
Ambedkar Nagar,3 BHK,1950.0,4.0,120.0,3,6153.846153846154
Ambedkar Nagar,3 BHK,1921.0,4.0,129.0,3,6715.252472670484
Ambedkar Nagar,3 BHK,1920.0,4.0,121.0,3,6302.083333333333
Ambedkar Nagar,3 BHK,1935.0,4.0,125.0,3,6459.948320413437
Ambedkar Nagar,3 BHK,1852.0,4.0,122.0,3,6587.473002159827
Ambedkar Nagar,3 BHK,1950.0,4.0,120.0,3,6153.846153846154
Ambedkar Nagar,3 BHK,1852.0,3.0,125.0,3,6749.460043196545
Ambedkar Nagar,3 BHK,1850.0,4.0,121.0,3,6540.540540540541
Ambedkar Nagar,2 BHK,1425.0,2.0,94.0,2,6596.491228070176
Ambedkar Nagar,3 BHK,2395.0,4.0,150.0,3,6263.048016701461
Amruthahalli,2 BHK,900.0,2.0,40.0,2,4444.444444444444
Amruthahalli,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
Amruthahalli,3 Bedroom,1900.0,3.0,135.0,3,7105.263157894737
Amruthahalli,2 BHK,924.0,2.0,45.0,2,4870.12987012987
Amruthahalli,2 BHK,900.0,2.0,60.0,2,6666.666666666667
Amruthahalli,2 BHK,1100.0,2.0,45.0,2,4090.909090909091
Amruthahalli,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
Amruthahalli,3 BHK,1350.0,2.0,63.0,3,4666.666666666667
Amruthahalli,3 BHK,1605.0,3.0,65.0,3,4049.8442367601247
Amruthahalli,3 BHK,1700.0,3.0,77.0,3,4529.411764705882
Amruthahalli,3 BHK,1450.0,2.0,85.0,3,5862.068965517241
Amruthahalli,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
Amruthahalli,2 BHK,1250.0,2.0,79.0,2,6320.0
Amruthahalli,2 BHK,1190.0,2.0,50.0,2,4201.680672268908
Amruthahalli,2 BHK,1202.0,2.0,65.0,2,5407.65391014975
Amruthahalli,2 BHK,1340.0,2.0,75.0,2,5597.014925373134
Amruthahalli,3 BHK,2650.0,4.0,175.0,3,6603.773584905661
Amruthahalli,3 BHK,1450.0,2.0,90.0,3,6206.896551724138
Amruthahalli,2 BHK,1025.0,2.0,42.0,2,4097.5609756097565
Amruthahalli,1 BHK,485.0,1.0,19.5,1,4020.618556701031
Anandapura,2 BHK,1167.0,2.0,43.76,2,3749.7857754927163
Anandapura,2 Bedroom,1000.0,2.0,55.0,2,5500.0
Anandapura,2 BHK,1141.0,2.0,42.79,2,3750.219106047327
Anandapura,3 BHK,1576.0,3.0,59.1,3,3750.0
Anandapura,2 Bedroom,1200.0,2.0,67.0,2,5583.333333333333
Anandapura,2 Bedroom,1200.0,2.0,58.0,2,4833.333333333333
Anandapura,2 BHK,1151.0,2.0,43.1,2,3744.5699391833186
Anandapura,2 BHK,1141.0,2.0,42.75,2,3746.7134092900965
Anandapura,2 Bedroom,900.0,2.0,48.0,2,5333.333333333333
Anandapura,4 Bedroom,1749.0,4.0,90.0,4,5145.797598627787
Anandapura,2 BHK,1151.0,2.0,42.9,2,3727.193744569939
Anandapura,3 BHK,1576.0,3.0,58.0,3,3680.203045685279
Anandapura,2 BHK,1250.0,2.0,45.0,2,3600.0
Anandapura,2 BHK,1151.0,2.0,43.16,2,3749.7827975673326
Anandapura,2 Bedroom,1200.0,2.0,58.0,2,4833.333333333333
Anandapura,3 Bedroom,1200.0,2.0,66.0,3,5500.0
Anandapura,3 Bedroom,1415.0,2.0,74.0,3,5229.681978798587
Anandapura,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
Anandapura,2 BHK,1141.0,2.0,50.0,2,4382.120946538124
Anandapura,3 BHK,1576.0,3.0,58.7,3,3724.6192893401017
Ananth Nagar,1 BHK,500.0,1.0,14.0,1,2800.0
Ananth Nagar,2 BHK,1100.0,2.0,31.5,2,2863.6363636363635
Ananth Nagar,2 BHK,982.0,2.0,24.55,2,2500.0
Ananth Nagar,1 BHK,500.0,2.0,14.0,1,2800.0
Ananth Nagar,2 BHK,900.0,2.0,22.5,2,2500.0
Ananth Nagar,2 BHK,908.0,2.0,26.0,2,2863.4361233480176
Ananth Nagar,2 BHK,870.0,2.0,36.0,2,4137.931034482759
Ananth Nagar,2 BHK,937.0,2.0,35.0,2,3735.325506937033
Ananth Nagar,2 BHK,960.0,2.0,37.0,2,3854.1666666666665
Ananth Nagar,1 BHK,500.0,1.0,14.0,1,2800.0
Ananth Nagar,2 BHK,1000.0,2.0,29.7,2,2970.0
Ananth Nagar,2 BHK,850.0,2.0,25.99,2,3057.6470588235293
Ananth Nagar,2 BHK,902.0,2.0,25.26,2,2800.4434589800444
Ananth Nagar,3 BHK,1470.0,3.0,54.0,3,3673.469387755102
Ananth Nagar,2 BHK,810.0,2.0,25.5,2,3148.1481481481483
Ananth Nagar,2 BHK,890.0,2.0,27.0,2,3033.7078651685392
Ananth Nagar,2 BHK,1200.0,2.0,36.0,2,3000.0
Ananth Nagar,3 BHK,1319.0,3.0,37.75,3,2862.016679302502
Ananth Nagar,3 BHK,1319.0,3.0,42.0,3,3184.230477634572
Ananth Nagar,2 BHK,1000.0,2.0,25.0,2,2500.0
Ananth Nagar,2 BHK,902.0,2.0,25.0,2,2771.6186252771618
Ananth Nagar,2 BHK,930.0,2.0,25.99,2,2794.6236559139784
Ananth Nagar,2 BHK,1074.0,2.0,26.85,2,2500.0
Ananth Nagar,1 BHK,500.0,1.0,14.0,1,2800.0
Ananth Nagar,2 BHK,1010.0,2.0,38.0,2,3762.3762376237623
Ananth Nagar,2 BHK,992.0,2.0,24.8,2,2500.0
Anekal,2 Bedroom,1200.0,1.0,36.0,2,3000.0
Anekal,2 BHK,656.0,2.0,22.0,2,3353.6585365853657
Anekal,2 BHK,620.0,2.0,22.0,2,3548.3870967741937
Anekal,1 BHK,600.0,1.0,16.5,1,2750.0
Anekal,2 BHK,925.0,2.0,40.0,2,4324.324324324324
Anekal,1 BHK,530.0,1.0,18.0,1,3396.2264150943397
Anekal,3 Bedroom,1800.0,3.0,68.0,3,3777.777777777778
Anekal,2 Bedroom,1200.0,1.0,36.0,2,3000.0
Anekal,1 RK,351.0,1.0,16.0,1,4558.404558404558
Anekal,2 BHK,1035.0,2.0,38.3,2,3700.483091787439
Anekal,2 BHK,888.0,2.0,34.0,2,3828.828828828829
Anekal,2 Bedroom,1200.0,2.0,36.1,2,3008.3333333333335
Anekal,2 BHK,700.0,1.0,19.4,2,2771.428571428571
Anekal,2 Bedroom,1200.0,1.0,36.0,2,3000.0
Anekal,4 Bedroom,1200.0,2.0,36.0,4,3000.0
Anekal,2 BHK,766.0,2.0,28.0,2,3655.3524804177546
Anekal,3 BHK,967.0,2.0,45.0,3,4653.567735263702
Anekal,2 BHK,620.0,1.0,23.5,2,3790.3225806451615
Anekal,3 BHK,1150.0,3.0,45.0,3,3913.0434782608695
Anekal,2 Bedroom,1200.0,1.0,36.0,2,3000.0
Anekal,2 Bedroom,1200.0,1.0,36.0,2,3000.0
Anekal,1 BHK,400.0,1.0,11.5,1,2875.0
Anekal,1 BHK,456.0,1.0,15.0,1,3289.4736842105262
Anekal,2 Bedroom,1200.0,1.0,36.0,2,3000.0
Anekal,2 Bedroom,1200.0,1.0,36.0,2,3000.0
Anekal,3 Bedroom,2400.0,4.0,95.0,3,3958.3333333333335
Anekal,2 Bedroom,1200.0,2.0,36.1,2,3008.3333333333335
Anekal,2 Bedroom,1200.0,2.0,36.1,2,3008.3333333333335
Anekal,2 BHK,680.0,1.0,21.0,2,3088.235294117647
Anekal,1 BHK,420.0,1.0,12.5,1,2976.190476190476
Anekal,2 BHK,614.0,1.0,28.0,2,4560.260586319218
Anekal,2 BHK,1140.0,2.0,52.0,2,4561.403508771929
Anekal,2 BHK,625.0,1.0,25.0,2,4000.0
Anjanapura,4 BHK,1850.0,4.0,86.0,4,4648.648648648648
Anjanapura,2 BHK,1070.0,2.0,39.0,2,3644.8598130841124
Anjanapura,3 Bedroom,1500.0,3.0,121.0,3,8066.666666666667
Anjanapura,2 BHK,1070.0,2.0,37.0,2,3457.9439252336447
Anjanapura,2 BHK,950.0,2.0,40.0,2,4210.526315789473
Anjanapura,3 BHK,1280.0,2.0,45.0,3,3515.625
Anjanapura,2 BHK,710.0,2.0,25.0,2,3521.1267605633802
Anjanapura,3 BHK,1347.0,2.0,37.72,3,2800.2969561989607
Anjanapura,2 BHK,950.0,2.0,32.0,2,3368.4210526315787
Anjanapura,4 BHK,1800.0,4.0,55.0,4,3055.5555555555557
Anjanapura,3 BHK,1843.0,3.0,87.54,3,4749.864351600651
Anjanapura,2 BHK,1076.0,2.0,30.13,2,2800.185873605948
Anjanapura,2 BHK,950.0,2.0,30.0,2,3157.8947368421054
Ardendale,3 BHK,1750.0,3.0,100.0,3,5714.285714285715
Ardendale,4 BHK,3198.0,4.0,200.0,4,6253.908692933083
Ardendale,4 BHK,2422.0,4.0,160.0,4,6606.110652353427
Ardendale,3 BHK,1750.0,3.0,100.0,3,5714.285714285715
Ardendale,4 Bedroom,3200.0,4.0,205.0,4,6406.25
Ardendale,3 BHK,1728.0,3.0,95.0,3,5497.685185185185
Ardendale,4 BHK,2062.0,3.0,140.0,4,6789.524733268671
Ardendale,3 BHK,1732.46,3.0,92.0,3,5310.367916142364
Ardendale,4 BHK,2062.0,3.0,150.0,4,7274.4907856450045
Ardendale,4 BHK,2800.0,4.0,140.0,4,5000.0
Ardendale,2 BHK,1224.0,2.0,70.0,2,5718.954248366013
Ardendale,3 BHK,1777.26,3.0,105.0,3,5907.970696465346
Ardendale,3 BHK,1650.0,3.0,82.0,3,4969.69696969697
Ardendale,4 BHK,2062.0,3.0,140.0,4,6789.524733268671
Ardendale,3 BHK,1650.0,3.0,82.0,3,4969.69696969697
Ardendale,2 BHK,1224.0,2.0,67.0,2,5473.856209150327
Ardendale,3 BHK,1723.0,3.0,95.0,3,5513.6390017411495
Ardendale,3 BHK,1777.26,3.0,89.0,3,5007.7084950991975
Ardendale,3 BHK,1777.26,3.0,92.0,3,5176.507657855351
Arekere,3 BHK,2060.0,3.0,140.0,3,6796.116504854369
Arekere,2 BHK,920.0,2.0,40.0,2,4347.826086956522
Arekere,3 BHK,1740.0,2.0,95.0,3,5459.770114942528
Arekere,2 BHK,1190.0,2.0,55.0,2,4621.848739495798
Arekere,1 BHK,600.0,1.0,28.0,1,4666.666666666667
Arekere,3 BHK,2072.0,3.0,108.0,3,5212.355212355213
Arekere,2 BHK,1100.0,2.0,55.0,2,5000.0
Arekere,2 BHK,900.0,2.0,50.0,2,5555.555555555556
Arekere,2 BHK,1240.0,2.0,60.0,2,4838.709677419355
Arekere,2 BHK,900.0,2.0,44.5,2,4944.444444444444
Attibele,1 BHK,450.0,1.0,11.0,1,2444.4444444444443
Attibele,4 Bedroom,1600.0,4.0,52.8,4,3300.0
Attibele,2 BHK,656.0,2.0,25.0,2,3810.9756097560976
Attibele,1 BHK,400.0,1.0,11.0,1,2750.0
Attibele,1 BHK,400.0,1.0,12.0,1,3000.0
Attibele,1 BHK,400.0,1.0,14.0,1,3500.0
Attibele,1 BHK,500.0,1.0,17.0,1,3400.0
Attibele,4 Bedroom,2168.0,4.0,95.0,4,4381.918819188192
Attibele,1 BHK,395.0,1.0,10.25,1,2594.9367088607596
Attibele,1 BHK,420.0,1.0,17.0,1,4047.6190476190477
Attibele,3 BHK,1639.0,2.0,40.98,3,2500.305064063453
Attibele,1 BHK,418.0,1.0,12.0,1,2870.813397129187
Attibele,2 BHK,1200.0,2.0,42.0,2,3500.0
Attibele,1 BHK,400.0,1.0,10.0,1,2500.0
Attibele,2 BHK,695.0,1.0,25.0,2,3597.122302158273
Attibele,2 BHK,850.0,1.0,25.0,2,2941.176470588235
Attibele,3 Bedroom,2400.0,3.0,120.0,3,5000.0
Attibele,1 BHK,450.0,1.0,12.5,1,2777.777777777778
Attibele,2 BHK,995.0,1.0,24.88,2,2500.502512562814
Attibele,2 BHK,900.0,1.0,25.0,2,2777.777777777778
Attibele,2 BHK,1174.0,2.0,29.35,2,2500.0
Attibele,1 BHK,782.0,1.0,19.55,1,2500.0
Attibele,2 BHK,1175.0,2.0,29.38,2,2500.425531914894
Attibele,2 BHK,656.0,2.0,25.0,2,3810.9756097560976
Attibele,1 BHK,400.0,1.0,11.5,1,2875.0
Attibele,1 BHK,460.0,1.0,13.0,1,2826.086956521739
Attibele,1 BHK,418.0,2.0,11.5,1,2751.196172248804
Attibele,2 Bedroom,1000.0,2.0,42.0,2,4200.0
Attibele,1 BHK,550.0,1.0,11.5,1,2090.909090909091
Attibele,2 BHK,996.0,2.0,24.9,2,2500.0
Attibele,1 BHK,410.0,1.0,10.0,1,2439.0243902439024
Attibele,3 Bedroom,1700.0,3.0,65.0,3,3823.529411764706
Attibele,1 BHK,400.0,1.0,10.25,1,2562.5
Attibele,2 BHK,656.0,2.0,25.0,2,3810.9756097560976
Attibele,3 Bedroom,1500.0,3.0,90.0,3,6000.0
Attibele,1 BHK,520.0,1.0,15.0,1,2884.6153846153848
BEML Layout,2 BHK,1060.0,2.0,55.0,2,5188.679245283019
BEML Layout,3 BHK,2000.0,3.0,85.0,3,4250.0
BEML Layout,2 BHK,999.0,2.0,45.0,2,4504.504504504504
BEML Layout,5 Bedroom,2400.0,4.0,225.0,5,9375.0
BEML Layout,3 BHK,2000.0,2.0,85.0,3,4250.0
BEML Layout,2 BHK,1194.0,2.0,65.0,2,5443.886097152429
BEML Layout,2 BHK,1200.0,2.0,67.0,2,5583.333333333333
BEML Layout,2 Bedroom,2400.0,2.0,228.0,2,9500.0
BEML Layout,3 BHK,2000.0,3.0,85.0,3,4250.0
BEML Layout,3 BHK,2000.0,3.0,85.0,3,4250.0
BEML Layout,2 BHK,1194.0,2.0,65.0,2,5443.886097152429
BTM 2nd Stage,2 BHK,950.0,2.0,52.0,2,5473.684210526316
BTM 2nd Stage,3 BHK,1850.0,3.0,170.0,3,9189.18918918919
BTM 2nd Stage,2 BHK,1200.0,2.0,80.0,2,6666.666666666667
BTM 2nd Stage,2 BHK,1274.0,2.0,70.0,2,5494.505494505494
BTM 2nd Stage,3 BHK,1250.0,3.0,50.0,3,4000.0
BTM 2nd Stage,2 BHK,1070.0,2.0,48.0,2,4485.981308411215
BTM 2nd Stage,2 BHK,1280.0,2.0,80.0,2,6250.0
BTM 2nd Stage,2 BHK,1100.0,2.0,70.0,2,6363.636363636364
BTM 2nd Stage,2 BHK,1000.0,2.0,58.0,2,5800.0
BTM 2nd Stage,5 Bedroom,2990.0,5.0,416.0,5,13913.04347826087
BTM 2nd Stage,2 BHK,1265.0,2.0,55.0,2,4347.826086956522
BTM 2nd Stage,3 BHK,2200.0,3.0,220.0,3,10000.0
BTM 2nd Stage,3 BHK,2780.0,4.0,325.0,3,11690.647482014389
BTM 2nd Stage,3 Bedroom,2400.0,2.0,360.0,3,15000.0
BTM 2nd Stage,2 BHK,965.0,2.0,56.0,2,5803.108808290155
BTM 2nd Stage,2 BHK,1147.0,2.0,75.0,2,6538.7968613775065
BTM 2nd Stage,3 BHK,1750.0,3.0,172.0,3,9828.57142857143
BTM 2nd Stage,2 BHK,1400.0,2.0,90.0,2,6428.571428571428
BTM 2nd Stage,2 BHK,1200.0,2.0,70.0,2,5833.333333333333
BTM 2nd Stage,2 BHK,1100.0,2.0,47.0,2,4272.727272727273
BTM 2nd Stage,2 BHK,930.0,2.0,46.0,2,4946.236559139785
BTM 2nd Stage,3 BHK,1265.0,2.0,55.0,3,4347.826086956522
BTM 2nd Stage,3 BHK,2500.0,3.0,345.0,3,13800.0
BTM Layout,2 BHK,1150.0,2.0,63.0,2,5478.260869565217
BTM Layout,6 Bedroom,3300.0,6.0,165.0,6,5000.0
BTM Layout,3 BHK,1450.0,2.0,81.0,3,5586.206896551724
BTM Layout,3 BHK,1776.0,2.0,75.0,3,4222.972972972973
BTM Layout,3 BHK,1458.0,3.0,79.0,3,5418.38134430727
BTM Layout,2 BHK,935.0,2.0,51.5,2,5508.0213903743315
BTM Layout,2 BHK,1020.0,2.0,46.5,2,4558.823529411765
BTM Layout,3 BHK,1600.0,3.0,112.0,3,7000.0
BTM Layout,3 BHK,1300.0,2.0,75.0,3,5769.2307692307695
BTM Layout,3 BHK,1540.0,2.0,78.0,3,5064.935064935065
BTM Layout,1 BHK,450.0,1.0,20.0,1,4444.444444444444
BTM Layout,2 BHK,1196.0,2.0,56.81,2,4750.0
BTM Layout,3 BHK,1470.0,2.0,99.0,3,6734.693877551021
Babusapalaya,3 BHK,1358.0,2.0,43.4,3,3195.8762886597938
Babusapalaya,3 BHK,1213.0,2.0,41.39,3,3412.201154163232
Babusapalaya,3 BHK,1611.0,2.0,66.0,3,4096.83426443203
Babusapalaya,3 BHK,1167.0,2.0,39.98,3,3425.8783204798624
Babusapalaya,3 BHK,1675.0,3.0,75.0,3,4477.611940298508
Babusapalaya,2 BHK,1141.0,2.0,46.0,2,4031.5512708150745
Babusapalaya,2 BHK,1500.0,2.0,57.0,2,3800.0
Babusapalaya,3 BHK,1453.0,2.0,43.59,3,3000.0
Babusapalaya,2 BHK,1050.0,2.0,45.0,2,4285.714285714285
Babusapalaya,2 BHK,1141.0,2.0,45.9,2,4022.787028921998
Babusapalaya,3 BHK,1358.0,2.0,43.1,3,3173.784977908689
Babusapalaya,3 BHK,1230.0,3.0,53.0,3,4308.943089430894
Babusapalaya,2 BHK,1105.0,2.0,40.0,2,3619.9095022624433
Babusapalaya,3 BHK,1410.0,2.0,65.0,3,4609.929078014185
Babusapalaya,2 BHK,1450.0,2.0,55.99,2,3861.3793103448274
Babusapalaya,2 BHK,1100.0,2.0,38.0,2,3454.5454545454545
Babusapalaya,3 BHK,1213.0,2.0,36.37,3,2998.3511953833467
Babusapalaya,2 BHK,1061.0,2.0,33.84,2,3189.4439208294066
Babusapalaya,2 BHK,1061.0,2.0,38.95,2,3671.065032987748
Babusapalaya,2 BHK,1061.0,2.0,34.0,2,3204.5240339302545
Babusapalaya,2 BHK,1245.0,2.0,58.0,2,4658.634538152611
Badavala Nagar,3 BHK,1494.0,2.0,94.55,3,6328.647925033467
Badavala Nagar,2 BHK,1274.0,2.0,81.0,2,6357.9277864992155
Badavala Nagar,3 BHK,1842.0,3.0,115.0,3,6243.213897937025
Badavala Nagar,3 BHK,1494.0,2.0,94.55,3,6328.647925033467
Badavala Nagar,2 BHK,1274.0,2.0,81.0,2,6357.9277864992155
Badavala Nagar,3 BHK,1494.0,2.0,94.55,3,6328.647925033467
Badavala Nagar,3 BHK,1842.0,3.0,115.0,3,6243.213897937025
Badavala Nagar,3 BHK,1842.0,3.0,115.0,3,6243.213897937025
Badavala Nagar,3 BHK,1842.0,3.0,115.0,3,6243.213897937025
Balagere,2 BHK,1210.0,2.0,80.9,2,6685.950413223141
Balagere,2 BHK,1210.0,2.0,72.0,2,5950.413223140496
Balagere,2 BHK,1205.0,2.0,78.5,2,6514.522821576764
Balagere,1 BHK,790.5,1.0,41.9,1,5300.44275774826
Balagere,2 BHK,1145.0,2.0,65.0,2,5676.855895196507
Balagere,2 BHK,1012.0,2.0,54.59,2,5394.268774703557
Balagere,2 BHK,1020.07,2.0,68.38,2,6703.461527150097
Balagere,2 BHK,1205.47,2.0,81.0,2,6719.370867794304
Balagere,2 BHK,1007.0,2.0,65.0,2,6454.816285998014
Balagere,2 BHK,1205.0,2.0,70.0,2,5809.128630705394
Balagere,2 BHK,1210.0,2.0,74.0,2,6115.702479338843
Balagere,2 BHK,1210.0,2.0,83.0,2,6859.504132231405
Balagere,1 BHK,675.0,1.0,45.0,1,6666.666666666667
Balagere,1 BHK,656.0,1.0,43.0,1,6554.878048780488
Balagere,2 BHK,1012.0,2.0,54.59,2,5394.268774703557
Balagere,2 BHK,1012.0,2.0,64.0,2,6324.110671936759
Balagere,2 BHK,1007.0,2.0,62.0,2,6156.901688182721
Balagere,2 BHK,1007.0,2.0,67.0,2,6653.4260178748755
Balagere,2 BHK,1007.0,2.0,66.0,2,6554.121151936445
Balagere,2 BHK,1205.0,2.0,63.86,2,5299.585062240664
Balagere,2 BHK,1012.0,2.0,53.58,2,5294.466403162055
Balagere,1 BHK,645.0,1.0,34.18,1,5299.224806201551
Balagere,2 BHK,1007.0,2.0,53.0,2,5263.1578947368425
Balagere,2 BHK,1210.0,2.0,69.0,2,5702.479338842975
Balagere,1 BHK,790.5,1.0,42.295,1,5350.411132194813
Balagere,2 BHK,1012.0,2.0,65.0,2,6422.924901185771
Balagere,1 BHK,656.0,1.0,38.77,1,5910.0609756097565
Balagere,1 BHK,645.0,1.0,39.0,1,6046.511627906977
Balagere,1 BHK,645.0,1.0,41.0,1,6356.589147286822
Balagere,2 BHK,1210.0,2.0,82.0,2,6776.859504132231
Balagere,1 BHK,656.0,1.0,34.77,1,5300.304878048782
Balagere,2 BHK,1205.0,2.0,73.87,2,6130.290456431535
Balagere,2 BHK,1012.0,2.0,70.0,2,6916.99604743083
Balagere,2 BHK,1007.0,2.0,68.0,2,6752.730883813307
Balagere,2 BHK,1205.0,2.0,67.0,2,5560.165975103734
Balagere,2 BHK,1205.0,2.0,79.0,2,6556.016597510374
Balagere,2 BHK,1012.0,2.0,68.0,2,6719.367588932806
Banashankari,3 BHK,1200.0,2.0,42.0,3,3500.0
Banashankari,2 BHK,1077.0,2.0,37.64,2,3494.8932219127205
Banashankari,3 BHK,1470.0,2.0,88.64,3,6029.931972789115
Banashankari,3 BHK,1300.0,2.0,75.0,3,5769.2307692307695
Banashankari,3 BHK,1800.0,3.0,115.0,3,6388.888888888889
Banashankari,2 BHK,1125.0,2.0,63.0,2,5600.0
Banashankari,3 BHK,1340.0,2.0,53.6,3,4000.0
Banashankari,2 BHK,1310.0,2.0,80.0,2,6106.8702290076335
Banashankari,3 BHK,2600.0,4.0,135.0,3,5192.307692307692
Banashankari,3 BHK,1900.0,2.0,170.0,3,8947.368421052632
Banashankari,2 BHK,1260.0,2.0,75.0,2,5952.380952380952
Banashankari,2 BHK,1170.0,2.0,46.79,2,3999.1452991452993
Banashankari,4 BHK,2500.0,4.0,95.0,4,3800.0
Banashankari,3 BHK,1350.0,2.0,83.0,3,6148.148148148148
Banashankari,3 BHK,1425.0,3.0,49.88,3,3500.3508771929824
Banashankari,2 BHK,1330.0,2.0,78.0,2,5864.661654135339
Banashankari,3 BHK,1400.0,2.0,78.0,3,5571.428571428572
Banashankari,3 BHK,1700.0,3.0,125.0,3,7352.941176470588
Banashankari,2 BHK,1020.0,2.0,40.79,2,3999.0196078431372
Banashankari,2 BHK,1600.0,2.0,63.98,2,3998.75
Banashankari,2 BHK,1041.0,2.0,36.44,2,3500.480307396734
Banashankari,1 BHK,2400.0,1.0,200.0,1,8333.333333333334
Banashankari,2 BHK,1390.0,2.0,86.0,2,6187.050359712231
Banashankari,2 BHK,1460.0,2.0,70.0,2,4794.520547945205
Banashankari,2 BHK,1200.0,2.0,60.0,2,5000.0
Banashankari,2 BHK,1290.0,2.0,80.0,2,6201.550387596899
Banashankari,2 BHK,1186.0,2.0,65.0,2,5480.607082630691
Banashankari,3 BHK,1650.0,3.0,101.0,3,6121.212121212121
Banashankari,3 BHK,1300.0,2.0,55.0,3,4230.7692307692305
Banashankari,2 BHK,1181.0,2.0,75.0,2,6350.550381033023
Banashankari,2 BHK,1105.0,2.0,90.0,2,8144.796380090498
Banashankari,1 BHK,720.0,1.0,60.0,1,8333.333333333334
Banashankari,2 BHK,1040.0,2.0,45.0,2,4326.923076923077
Banashankari,2 BHK,1330.0,2.0,77.0,2,5789.473684210527
Banashankari,2 BHK,1200.0,2.0,49.0,2,4083.3333333333335
Banashankari,2 BHK,1185.0,2.0,67.0,2,5654.008438818565
Banashankari,2 BHK,1000.0,2.0,50.0,2,5000.0
Banashankari,3 BHK,1650.0,3.0,90.75,3,5500.0
Banashankari,3 BHK,1650.0,3.0,101.0,3,6121.212121212121
Banashankari,2 BHK,1310.0,2.0,80.43,2,6139.69465648855
Banashankari,2 BHK,600.0,1.0,27.0,2,4500.0
Banashankari,2 BHK,1430.0,2.0,87.8,2,6139.8601398601395
Banashankari,2 BHK,1020.0,2.0,42.83,2,4199.019607843137
Banashankari,3 BHK,1372.0,2.0,48.02,3,3500.0
Banashankari,3 BHK,1540.0,3.0,80.0,3,5194.805194805195
Banashankari,3 BHK,1683.0,3.0,115.0,3,6833.036244800951
Banashankari,3 BHK,1800.0,3.0,125.0,3,6944.444444444444
Banashankari,2 BHK,1175.0,2.0,41.13,2,3500.4255319148942
Banashankari,3 BHK,1750.0,2.0,89.0,3,5085.714285714285
Banashankari,2 BHK,1450.0,2.0,50.75,2,3500.0
Banashankari,3 BHK,1770.0,3.0,108.0,3,6101.6949152542375
Banashankari,3 BHK,1800.0,3.0,125.0,3,6944.444444444444
Banashankari,3 BHK,1200.0,2.0,42.0,3,3500.0
Banashankari,3 BHK,1420.0,3.0,66.0,3,4647.887323943662
Banashankari,3 BHK,1200.0,3.0,74.52,3,6210.0
Banashankari,2 BHK,1100.0,2.0,63.0,2,5727.272727272727
Banashankari,2 BHK,1020.0,2.0,40.79,2,3999.0196078431372
Banashankari,2 BHK,1260.0,2.0,75.0,2,5952.380952380952
Banashankari,3 BHK,1340.0,2.0,53.6,3,4000.0
Banashankari,3 BHK,1426.0,3.0,85.0,3,5960.729312762974
Banashankari Stage II,2 BHK,1700.0,2.0,150.0,2,8823.529411764706
